PolyFID,Owner,X,Y,burn50,rx_cat3,zmin_d_a,zmin_di,zm_mcov,zm_ccov,Hectares,zmin_drd,prop_timb,Prop_no_b,zmin_dr,zmin_ddv,year
2,TNC,736363.9449,98647.66749,0,4,5.777862792,9.881118164,0.41592,0.424734,115.389706,0,0.373603,0.999916,3.337559082,0.042426406,2004
2,TNC,736363.9449,98647.66749,1,4,5.777862792,9.881118164,0.41592,0.424734,115.389706,0,0.373603,0.999916,2.616199462,0.042426406,2005
2,TNC,736363.9449,98647.66749,1,1,5.777862792,9.881118164,0.41592,0.424734,115.389706,0,0.373603,0.102174,0,0.042426406,2006
2,TNC,736363.9449,98647.66749,0,1,5.777862792,9.881118164,0.41592,0.424734,115.389706,0,0.373603,0,0,0.042426406,2007
3,TNC,732501.6005,101406.0621,0,4,5.731884277,12.04387012,10.539656,8.131631,26.411409,0,0.255571,1,5.684663574,0.576281188,2004
3,TNC,732501.6005,101406.0621,0,4,5.731884277,12.04387012,10.539656,8.131631,26.411409,0,0.255571,1,2.55,0.576281188,2005
3,TNC,732501.6005,101406.0621,0,4,5.731884277,12.04387012,10.539656,8.131631,26.411409,0,0.255571,1,2.46,0.576281188,2006
3,TNC,732501.6005,101406.0621,1,4,5.731884277,12.04387012,10.539656,8.131631,26.411409,0,0.255571,1,2.46,0.576281188,2007
4,TNC,734456.8441,95572.26574,0,4,1.675977294,5.85983789,10.000856,12.961422,31.812712,3.510128173,0.045264,1,3.841874511,3.631115478,2004
4,TNC,734456.8441,95572.26574,0,4,1.675977294,5.85983789,10.000856,12.961422,31.812712,3.510128173,0.045264,1,3.463018798,3.631115478,2005
4,TNC,734456.8441,95572.26574,0,4,1.675977294,5.85983789,10.000856,12.961422,31.812712,3.510128173,0.045264,1,2.082786621,3.631115478,2006
4,TNC,734456.8441,95572.26574,1,4,1.675977294,5.85983789,10.000856,12.961422,31.812712,3.510128173,0.045264,1,1.889047363,3.631115478,2007
5,TNC,733475.0868,93420.67348,0,4,2.609310302,5.01601416,9.767806,5.466551,4.413315,5.527576171,0,0.958463,2.567586425,5.577741699,2004
5,TNC,733475.0868,93420.67348,0,4,2.609310302,5.01601416,9.767806,5.466551,4.413315,5.527576171,0,0.958463,2.567586425,5.577741699,2005
5,TNC,733475.0868,93420.67348,0,4,2.609310302,5.01601416,9.767806,5.466551,4.413315,5.527576171,0,0.958463,2.567586425,5.577741699,2006
5,TNC,733475.0868,93420.67348,1,4,2.609310302,5.01601416,9.767806,5.466551,4.413315,5.527576171,0,0.958463,0.161554946,5.577741699,2007
7,TNC,731198.1973,93847.74353,0,4,0.09,3.300818115,12.754837,5.472058,44.390881,4.217321289,0.320336,0.997502,1.93610437,4.300162597,2004
7,TNC,731198.1973,93847.74353,0,4,0.09,3.300818115,12.754837,5.472058,44.390881,4.217321289,0.320336,0.997502,1.742326049,4.300162597,2005
7,TNC,731198.1973,93847.74353,0,4,0.09,3.300818115,12.754837,5.472058,44.390881,4.217321289,0.320336,0.997502,1.742326049,4.300162597,2006
7,TNC,731198.1973,93847.74353,1,4,0.09,3.300818115,12.754837,5.472058,44.390881,4.217321289,0.320336,0.997502,0.488364624,4.300162597,2007
8,TNC,730329.1837,92385.063,0,4,1.12929187,3.063233642,7.194443,9.816896,7.472225,5.91190332,0,1,1.76082373,5.940303222,2004
8,TNC,730329.1837,92385.063,0,4,1.12929187,3.063233642,7.194443,9.816896,7.472225,5.91190332,0,1,1.502697631,5.940303222,2005
8,TNC,730329.1837,92385.063,0,4,1.12929187,3.063233642,7.194443,9.816896,7.472225,5.91190332,0,1,1.502697631,5.940303222,2006
8,TNC,730329.1837,92385.063,1,4,1.12929187,3.063233642,7.194443,9.816896,7.472225,5.91190332,0,1,0.819390014,5.940303222,2007
10,TNC,730694.0327,94565.73511,0,4,0.785175109,5.284174316,8.814669,7.045354,1.842242,3.93,0.048853,0.977069,3.767718261,3.961022705,2004
10,TNC,730694.0327,94565.73511,0,4,0.785175109,5.284174316,8.814669,7.045354,1.842242,3.93,0.048853,0.977069,3.309259765,3.961022705,2005
10,TNC,730694.0327,94565.73511,0,4,0.785175109,5.284174316,8.814669,7.045354,1.842242,3.93,0.048853,0.977069,1.866761962,3.961022705,2006
10,TNC,730694.0327,94565.73511,1,4,0.785175109,5.284174316,8.814669,7.045354,1.842242,3.93,0.048853,0.977069,0.658634948,3.961022705,2007
11,TNC,728469.6836,94401.18372,0,4,1.549870971,4.640700195,18.470727,18.843481,29.963575,3.615217773,0.075091,0.991203,4.038539306,4.126172363,2004
11,TNC,728469.6836,94401.18372,0,4,1.549870971,4.640700195,18.470727,18.843481,29.963575,3.615217773,0.075091,0.991203,1.641249511,4.126172363,2005
11,TNC,728469.6836,94401.18372,0,4,1.549870971,4.640700195,18.470727,18.843481,29.963575,3.615217773,0.075091,0.991203,0.75,4.126172363,2006
11,TNC,728469.6836,94401.18372,1,4,1.549870971,4.640700195,18.470727,18.843481,29.963575,3.615217773,0.075091,0.991203,0.512640197,4.126172363,2007
12,TNC,728455.2315,94052.70509,0,4,1.064048828,4.08396875,22.328769,22.166961,25.230926,3.603123535,0.060639,1,3.288662353,4.513379882,2004
12,TNC,728455.2315,94052.70509,0,4,1.064048828,4.08396875,22.328769,22.166961,25.230926,3.603123535,0.060639,1,1.583192993,4.513379882,2005
12,TNC,728455.2315,94052.70509,0,4,1.064048828,4.08396875,22.328769,22.166961,25.230926,3.603123535,0.060639,1,1.1136427,4.513379882,2006
12,TNC,728455.2315,94052.70509,1,4,1.064048828,4.08396875,22.328769,22.166961,25.230926,3.603123535,0.060639,1,0.03,4.513379882,2007
13,TNC,730929.1478,95467.23017,0,4,1.060235839,5.597794433,22.264089,9.503181,30.84523,2.676060546,0.046684,0.989131,3.800894531,2.72802124,2004
13,TNC,730929.1478,95467.23017,0,4,1.060235839,5.597794433,22.264089,9.503181,30.84523,2.676060546,0.046684,0.989131,2.52,2.72802124,2005
13,TNC,730929.1478,95467.23017,0,4,1.060235839,5.597794433,22.264089,9.503181,30.84523,2.676060546,0.046684,0.989131,1.339290893,2.72802124,2006
13,TNC,730929.1478,95467.23017,1,4,1.060235839,5.597794433,22.264089,9.503181,30.84523,2.676060546,0.046684,0.989131,0.662721679,2.72802124,2007
15,TNC,731939.9378,94436.45692,0,4,1.288254638,5.287239257,4.010702,5.214668,3.781682,4.060209472,0.309385,0.975755,3.274950439,4.15735498,2004
15,TNC,731939.9378,94436.45692,0,4,1.288254638,5.287239257,4.010702,5.214668,3.781682,4.060209472,0.309385,0.975755,3.274950439,4.15735498,2005
15,TNC,731939.9378,94436.45692,0,4,1.288254638,5.287239257,4.010702,5.214668,3.781682,4.060209472,0.309385,0.975755,2.938468994,4.15735498,2006
15,TNC,731939.9378,94436.45692,1,4,1.288254638,5.287239257,4.010702,5.214668,3.781682,4.060209472,0.309385,0.975755,1.612761596,4.15735498,2007
16,TNC,732616.5586,93066.81923,0,4,1.764907958,4.219668457,12.053956,8.450257,4.475596,5.655298339,0.080436,1,1.900447265,5.777006347,2004
16,TNC,732616.5586,93066.81923,0,4,1.764907958,4.219668457,12.053956,8.450257,4.475596,5.655298339,0.080436,1,1.900447265,5.777006347,2005
16,TNC,732616.5586,93066.81923,0,4,1.764907958,4.219668457,12.053956,8.450257,4.475596,5.655298339,0.080436,1,1.900447265,5.777006347,2006
16,TNC,732616.5586,93066.81923,1,4,1.764907958,4.219668457,12.053956,8.450257,4.475596,5.655298339,0.080436,1,0.90448883,5.777006347,2007
18,TNC,731832.3675,93388.85249,0,4,0.49203659,3.849597412,14.380646,7.05964,64.414742,4.38338916,0.120159,1,1.889047363,4.4598208,2004
18,TNC,731832.3675,93388.85249,0,4,0.49203659,3.849597412,14.380646,7.05964,64.414742,4.38338916,0.120159,1,1.889047363,4.4598208,2005
18,TNC,731832.3675,93388.85249,0,4,0.49203659,3.849597412,14.380646,7.05964,64.414742,4.38338916,0.120159,1,1.889047363,4.4598208,2006
18,TNC,731832.3675,93388.85249,1,4,0.49203659,3.849597412,14.380646,7.05964,64.414742,4.38338916,0.120159,1,0.872066528,4.4598208,2007
19,TNC,732554.1787,93466.37374,0,4,1.45120642,4.569463867,17.53914,9.478204,27.766494,4.710095703,0.139376,0.991842,2.233942626,4.813948242,2004
19,TNC,732554.1787,93466.37374,0,4,1.45120642,4.569463867,17.53914,9.478204,27.766494,4.710095703,0.139376,0.991842,2.233942626,4.813948242,2005
19,TNC,732554.1787,93466.37374,0,4,1.45120642,4.569463867,17.53914,9.478204,27.766494,4.710095703,0.139376,0.991842,2.233942626,4.813948242,2006
19,TNC,732554.1787,93466.37374,1,4,1.45120642,4.569463867,17.53914,9.478204,27.766494,4.710095703,0.139376,0.991842,0.831925476,4.813948242,2007
20,TNC,733124.8898,98593.89216,0,4,4.0574375,9.670290039,8.5732,0.778756,7.330906,0.483735473,0,1,6.282547363,0.637808776,2004
20,TNC,733124.8898,98593.89216,1,4,4.0574375,9.670290039,8.5732,0.778756,7.330906,0.483735473,0,1,1.56,0.637808776,2005
20,TNC,733124.8898,98593.89216,0,1,4.0574375,9.670290039,8.5732,0.778756,7.330906,0.483735473,0,0,0,0.637808776,2006
20,TNC,733124.8898,98593.89216,0,2,4.0574375,9.670290039,8.5732,0.778756,7.330906,0.483735473,0,0,0,0.637808776,2007
22,Wildlife Resources Commission,752015.823,90555.22519,0,4,6.494220703,7.417708496,14.102314,16.322484,9.810443,0.03,0.055043,0.990781,0.494772674,0.03,2004
22,Wildlife Resources Commission,752015.823,90555.22519,0,4,6.494220703,7.417708496,14.102314,16.322484,9.810443,0.03,0.055043,0.990781,0.494772674,0.03,2005
22,Wildlife Resources Commission,752015.823,90555.22519,0,4,6.494220703,7.417708496,14.102314,16.322484,9.810443,0.03,0.055043,0.990781,1.71,0.03,2006
22,Wildlife Resources Commission,752015.823,90555.22519,0,4,6.494220703,7.417708496,14.102314,16.322484,9.810443,0.03,0.055043,0.990781,0.484664825,0.03,2007
24,Wildlife Resources Commission,749505.4303,90442.60045,0,4,5.952789062,7.556189453,1.550815,0.289831,14.489556,1.04785498,0,0.981396,2.200454589,0.700357055,2004
24,Wildlife Resources Commission,749505.4303,90442.60045,0,4,5.952789062,7.556189453,1.550815,0.289831,14.489556,1.04785498,0,0.981396,1.650272705,0.700357055,2005
24,Wildlife Resources Commission,749505.4303,90442.60045,0,4,5.952789062,7.556189453,1.550815,0.289831,14.489556,1.04785498,0,0.981396,1.650272705,0.700357055,2006
24,Wildlife Resources Commission,749505.4303,90442.60045,0,4,5.952789062,7.556189453,1.550815,0.289831,14.489556,1.04785498,0,0.981396,1.650272705,0.700357055,2007
25,Wildlife Resources Commission,750531.2203,90001.92015,0,4,6.648503417,8.01561621,42.896686,31.035545,6.652579,0.51788031,0.257043,1,1.686683105,0.52392749,2004
25,Wildlife Resources Commission,750531.2203,90001.92015,0,4,6.648503417,8.01561621,42.896686,31.035545,6.652579,0.51788031,0.257043,1,1.686683105,0.52392749,2005
25,Wildlife Resources Commission,750531.2203,90001.92015,0,4,6.648503417,8.01561621,42.896686,31.035545,6.652579,0.51788031,0.257043,1,2.72405957,0.52392749,2006
25,Wildlife Resources Commission,750531.2203,90001.92015,0,4,6.648503417,8.01561621,42.896686,31.035545,6.652579,0.51788031,0.257043,1,1.686683105,0.52392749,2007
26,Wildlife Resources Commission,749886.1254,90458.09539,0,4,6.132414062,7.64676416,20.752473,6.786813,1.394959,1.171537475,0,0.967769,2.026055297,1.154123046,2004
26,Wildlife Resources Commission,749886.1254,90458.09539,0,4,6.132414062,7.64676416,20.752473,6.786813,1.394959,1.171537475,0,0.967769,2.026055297,1.154123046,2005
26,Wildlife Resources Commission,749886.1254,90458.09539,0,4,6.132414062,7.64676416,20.752473,6.786813,1.394959,1.171537475,0,0.967769,2.22,1.154123046,2006
26,Wildlife Resources Commission,749886.1254,90458.09539,0,4,6.132414062,7.64676416,20.752473,6.786813,1.394959,1.171537475,0,0.967769,2.026055297,1.154123046,2007
27,Wildlife Resources Commission,750071.9602,91037.68793,0,4,5.22465332,6.57554541,2.357663,2.257127,50.454419,0.957183349,0.035675,1,0.979489685,0.859069274,2004
27,Wildlife Resources Commission,750071.9602,91037.68793,0,4,5.22465332,6.57554541,2.357663,2.257127,50.454419,0.957183349,0.035675,1,0.979489685,0.859069274,2005
27,Wildlife Resources Commission,750071.9602,91037.68793,0,4,5.22465332,6.57554541,2.357663,2.257127,50.454419,0.957183349,0.035675,1,1.831720458,0.859069274,2006
27,Wildlife Resources Commission,750071.9602,91037.68793,0,4,5.22465332,6.57554541,2.357663,2.257127,50.454419,0.957183349,0.035675,1,0.979489685,0.859069274,2007
29,Wildlife Resources Commission,748286.772,90593.25425,0,4,5.691546386,7.594800781,8.3738,0.26224,12.25511,0.201246124,0.036719,1,1.148259521,0.169705627,2004
29,Wildlife Resources Commission,748286.772,90593.25425,0,4,5.691546386,7.594800781,8.3738,0.26224,12.25511,0.201246124,0.036719,1,0.474341644,0.169705627,2005
29,Wildlife Resources Commission,748286.772,90593.25425,0,4,5.691546386,7.594800781,8.3738,0.26224,12.25511,0.201246124,0.036719,1,0.474341644,0.169705627,2006
29,Wildlife Resources Commission,748286.772,90593.25425,0,4,5.691546386,7.594800781,8.3738,0.26224,12.25511,0.201246124,0.036719,1,0.474341644,0.169705627,2007
30,Wildlife Resources Commission,749035.1415,91720.70642,0,4,4.212944335,6.05405664,3.137537,1.155784,29.562938,0.216333084,0.054798,0.995503,0.724982788,0.15,2004
30,Wildlife Resources Commission,749035.1415,91720.70642,0,4,4.212944335,6.05405664,3.137537,1.155784,29.562938,0.216333084,0.054798,0.995503,0.724982788,0.15,2005
30,Wildlife Resources Commission,749035.1415,91720.70642,0,4,4.212944335,6.05405664,3.137537,1.155784,29.562938,0.216333084,0.054798,0.995503,0.724982788,0.15,2006
30,Wildlife Resources Commission,749035.1415,91720.70642,0,4,4.212944335,6.05405664,3.137537,1.155784,29.562938,0.216333084,0.054798,0.995503,0.724982788,0.15,2007
31,Wildlife Resources Commission,748600.8345,92321.70447,0,4,4.074923339,5.951579589,5.80121,5.593147,9.084792,0.03,0.019813,1,0.496588348,0,2004
31,Wildlife Resources Commission,748600.8345,92321.70447,0,4,4.074923339,5.951579589,5.80121,5.593147,9.084792,0.03,0.019813,1,0.496588348,0,2005
31,Wildlife Resources Commission,748600.8345,92321.70447,0,4,4.074923339,5.951579589,5.80121,5.593147,9.084792,0.03,0.019813,1,0.496588348,0,2006
31,Wildlife Resources Commission,748600.8345,92321.70447,0,4,4.074923339,5.951579589,5.80121,5.593147,9.084792,0.03,0.019813,1,0.496588348,0,2007
32,Wildlife Resources Commission,748462.0097,92003.43216,0,4,4.488786132,6.390563476,8.037371,3.291458,8.310399,0.03,0.021659,1,0.49203659,0,2004
32,Wildlife Resources Commission,748462.0097,92003.43216,0,4,4.488786132,6.390563476,8.037371,3.291458,8.310399,0.03,0.021659,1,0.49203659,0,2005
32,Wildlife Resources Commission,748462.0097,92003.43216,0,4,4.488786132,6.390563476,8.037371,3.291458,8.310399,0.03,0.021659,1,0.49203659,0,2006
32,Wildlife Resources Commission,748462.0097,92003.43216,0,4,4.488786132,6.390563476,8.037371,3.291458,8.310399,0.03,0.021659,1,0.49203659,0,2007
33,Wildlife Resources Commission,748335.0981,91814.22868,0,4,4.690469238,6.618519531,7.535387,1.220437,7.997081,0.03,0.033762,0.99036,0.551543273,0,2004
33,Wildlife Resources Commission,748335.0981,91814.22868,0,4,4.690469238,6.618519531,7.535387,1.220437,7.997081,0.03,0.033762,0.99036,0.551543273,0,2005
33,Wildlife Resources Commission,748335.0981,91814.22868,0,4,4.690469238,6.618519531,7.535387,1.220437,7.997081,0.03,0.033762,0.99036,0.551543273,0,2006
33,Wildlife Resources Commission,748335.0981,91814.22868,0,4,4.690469238,6.618519531,7.535387,1.220437,7.997081,0.03,0.033762,0.99036,0.551543273,0,2007
34,Wildlife Resources Commission,749009.5914,91948.05045,0,4,4.474930175,6.271148437,8.365237,0.456999,5.632577,0.49203659,0.015978,0.990665,0.977189819,0.426380126,2004
34,Wildlife Resources Commission,749009.5914,91948.05045,0,4,4.474930175,6.271148437,8.365237,0.456999,5.632577,0.49203659,0.015978,0.990665,0.977189819,0.426380126,2005
34,Wildlife Resources Commission,749009.5914,91948.05045,0,4,4.474930175,6.271148437,8.365237,0.456999,5.632577,0.49203659,0.015978,0.990665,0.977189819,0.426380126,2006
34,Wildlife Resources Commission,749009.5914,91948.05045,0,4,4.474930175,6.271148437,8.365237,0.456999,5.632577,0.49203659,0.015978,0.990665,0.977189819,0.426380126,2007
35,Wildlife Resources Commission,750906.9547,91848.4648,0,4,4.449820312,5.702841308,23.183975,28.698152,4.818892,0.283019439,0.018676,0.933824,0.295465728,0.323109893,2004
35,Wildlife Resources Commission,750906.9547,91848.4648,0,4,4.449820312,5.702841308,23.183975,28.698152,4.818892,0.283019439,0.018676,0.933824,0.295465728,0.323109893,2005
35,Wildlife Resources Commission,750906.9547,91848.4648,0,4,4.449820312,5.702841308,23.183975,28.698152,4.818892,0.283019439,0.018676,0.933824,1.171537475,0.323109893,2006
35,Wildlife Resources Commission,750906.9547,91848.4648,0,4,4.449820312,5.702841308,23.183975,28.698152,4.818892,0.283019439,0.018676,0.933824,0.3,0.323109893,2007
39,Wildlife Resources Commission,749368.7709,93085.76767,0,4,3.428410644,5.134910156,4.079599,0,2.126027,0.331360839,0,0.888981,0.953414916,0.03,2004
39,Wildlife Resources Commission,749368.7709,93085.76767,0,4,3.428410644,5.134910156,4.079599,0,2.126027,0.331360839,0,0.888981,0.953414916,0.03,2005
39,Wildlife Resources Commission,749368.7709,93085.76767,0,4,3.428410644,5.134910156,4.079599,0,2.126027,0.331360839,0,0.888981,0.953414916,0.03,2006
39,Wildlife Resources Commission,749368.7709,93085.76767,0,4,3.428410644,5.134910156,4.079599,0,2.126027,0.331360839,0,0.888981,0.953414916,0.03,2007
41,Wildlife Resources Commission,749039.1067,92178.12242,0,4,4.12093457,5.922246093,9.909872,8.394545,13.424561,0.22847319,0.120673,1,0.768374938,0.18,2004
41,Wildlife Resources Commission,749039.1067,92178.12242,0,4,4.12093457,5.922246093,9.909872,8.394545,13.424561,0.22847319,0.120673,1,0.768374938,0.18,2005
41,Wildlife Resources Commission,749039.1067,92178.12242,0,4,4.12093457,5.922246093,9.909872,8.394545,13.424561,0.22847319,0.120673,1,0.771297607,0.18,2006
41,Wildlife Resources Commission,749039.1067,92178.12242,0,4,4.12093457,5.922246093,9.909872,8.394545,13.424561,0.22847319,0.120673,1,0.771297607,0.18,2007
42,Wildlife Resources Commission,750337.4288,91489.49373,0,4,4.736770996,6.111317382,17.593935,25.932928,16.490761,0.818840637,0.185558,0.99874,0.845340148,0.845340148,2004
42,Wildlife Resources Commission,750337.4288,91489.49373,0,4,4.736770996,6.111317382,17.593935,25.932928,16.490761,0.818840637,0.185558,0.99874,0.845340148,0.845340148,2005
42,Wildlife Resources Commission,750337.4288,91489.49373,0,4,4.736770996,6.111317382,17.593935,25.932928,16.490761,0.818840637,0.185558,0.99874,1.690680297,0.845340148,2006
42,Wildlife Resources Commission,750337.4288,91489.49373,0,4,4.736770996,6.111317382,17.593935,25.932928,16.490761,0.818840637,0.185558,0.99874,0.845340148,0.845340148,2007
43,Wildlife Resources Commission,749934.273,89721.25033,0,4,6.370816406,7.885036621,1.821286,8.691443,15.862002,0.36,0.039717,0.987264,2.140327148,0.361247833,2004
43,Wildlife Resources Commission,749934.273,89721.25033,0,4,6.370816406,7.885036621,1.821286,8.691443,15.862002,0.36,0.039717,0.987264,2.061940917,0.361247833,2005
43,Wildlife Resources Commission,749934.273,89721.25033,0,4,6.370816406,7.885036621,1.821286,8.691443,15.862002,0.36,0.039717,0.987264,2.061940917,0.361247833,2006
43,Wildlife Resources Commission,749934.273,89721.25033,0,4,6.370816406,7.885036621,1.821286,8.691443,15.862002,0.36,0.039717,0.987264,2.061940917,0.361247833,2007
44,Wildlife Resources Commission,749802.8994,90353.97338,0,4,6.188586425,7.717700195,2.743712,8.586787,3.103094,1.077079345,0,0.928106,2.095065673,1.065316894,2004
44,Wildlife Resources Commission,749802.8994,90353.97338,0,4,6.188586425,7.717700195,2.743712,8.586787,3.103094,1.077079345,0,0.928106,2.075427734,1.065316894,2005
44,Wildlife Resources Commission,749802.8994,90353.97338,0,4,6.188586425,7.717700195,2.743712,8.586787,3.103094,1.077079345,0,0.928106,2.075427734,1.065316894,2006
44,Wildlife Resources Commission,749802.8994,90353.97338,0,4,6.188586425,7.717700195,2.743712,8.586787,3.103094,1.077079345,0,0.928106,2.075427734,1.065316894,2007
45,Wildlife Resources Commission,749985.9005,90516.04337,0,4,6.050487792,7.534480957,7.998112,13.57475,4.194607,1.194361694,0.042912,1,1.797998901,1.140394653,2004
45,Wildlife Resources Commission,749985.9005,90516.04337,0,4,6.050487792,7.534480957,7.998112,13.57475,4.194607,1.194361694,0.042912,1,1.797998901,1.140394653,2005
45,Wildlife Resources Commission,749985.9005,90516.04337,0,4,6.050487792,7.534480957,7.998112,13.57475,4.194607,1.194361694,0.042912,1,2.221823486,1.140394653,2006
45,Wildlife Resources Commission,749985.9005,90516.04337,0,4,6.050487792,7.534480957,7.998112,13.57475,4.194607,1.194361694,0.042912,1,1.798249145,1.140394653,2007
46,Wildlife Resources Commission,751027.7063,90304.94952,0,4,4.478146972,5.735023925,7.801829,14.152168,248.505705,0,0.030783,1,0.03,0,2004
46,Wildlife Resources Commission,751027.7063,90304.94952,0,4,4.478146972,5.735023925,7.801829,14.152168,248.505705,0,0.030783,1,0.03,0,2005
46,Wildlife Resources Commission,751027.7063,90304.94952,0,4,4.478146972,5.735023925,7.801829,14.152168,248.505705,0,0.030783,1,0.882326477,0,2006
46,Wildlife Resources Commission,751027.7063,90304.94952,0,4,4.478146972,5.735023925,7.801829,14.152168,248.505705,0,0.030783,1,0.03,0,2007
47,Wildlife Resources Commission,749886.6907,89967.17919,0,4,6.292352539,7.792149902,8.815012,11.980041,9.279101,0.531601379,0.029097,0.999019,2.047925781,0.513517272,2004
47,Wildlife Resources Commission,749886.6907,89967.17919,0,4,6.292352539,7.792149902,8.815012,11.980041,9.279101,0.531601379,0.029097,0.999019,2.047925781,0.513517272,2005
47,Wildlife Resources Commission,749886.6907,89967.17919,0,4,6.292352539,7.792149902,8.815012,11.980041,9.279101,0.531601379,0.029097,0.999019,2.177016357,0.513517272,2006
47,Wildlife Resources Commission,749886.6907,89967.17919,0,4,6.292352539,7.792149902,8.815012,11.980041,9.279101,0.531601379,0.029097,0.999019,2.05275415,0.513517272,2007
48,Wildlife Resources Commission,750770.8721,89440.33414,0,4,7.237154296,8.58020996,7.329957,9.298728,3.33657,0.03,0,1,2.006639038,0.03,2004
48,Wildlife Resources Commission,750770.8721,89440.33414,0,4,7.237154296,8.58020996,7.329957,9.298728,3.33657,0.03,0,1,2.006639038,0.03,2005
48,Wildlife Resources Commission,750770.8721,89440.33414,0,4,7.237154296,8.58020996,7.329957,9.298728,3.33657,0.03,0,1,3.132092041,0.03,2006
48,Wildlife Resources Commission,750770.8721,89440.33414,0,4,7.237154296,8.58020996,7.329957,9.298728,3.33657,0.03,0,1,2.006639038,0.03,2007
49,Wildlife Resources Commission,750392.5849,89762.50631,0,4,6.266554199,7.758930175,32.549495,25.877593,22.630945,0.323109893,0.135213,1,1.42270874,0.323109893,2004
49,Wildlife Resources Commission,750392.5849,89762.50631,0,4,6.266554199,7.758930175,32.549495,25.877593,22.630945,0.323109893,0.135213,1,1.42270874,0.323109893,2005
49,Wildlife Resources Commission,750392.5849,89762.50631,0,4,6.266554199,7.758930175,32.549495,25.877593,22.630945,0.323109893,0.135213,1,2.340192382,0.323109893,2006
49,Wildlife Resources Commission,750392.5849,89762.50631,0,4,6.266554199,7.758930175,32.549495,25.877593,22.630945,0.323109893,0.135213,1,1.42270874,0.323109893,2007
50,Wildlife Resources Commission,750693.449,89344.60899,0,4,6.549145019,7.83,32.397861,23.030506,39.927581,0,0.004508,0.998557,1.295569335,0.084852813,2004
50,Wildlife Resources Commission,750693.449,89344.60899,0,4,6.549145019,7.83,32.397861,23.030506,39.927581,0,0.004508,0.998557,1.295569335,0.084852813,2005
50,Wildlife Resources Commission,750693.449,89344.60899,0,4,6.549145019,7.83,32.397861,23.030506,39.927581,0,0.004508,0.998557,2.509442138,0.084852813,2006
50,Wildlife Resources Commission,750693.449,89344.60899,0,4,6.549145019,7.83,32.397861,23.030506,39.927581,0,0.004508,0.998557,1.295569335,0.084852813,2007
51,Wildlife Resources Commission,748448.3205,90721.43823,0,4,4.986230957,6.851175292,5.005895,2.191987,42.341106,0.042426406,0.021255,1,0.827586853,0,2004
51,Wildlife Resources Commission,748448.3205,90721.43823,0,4,4.986230957,6.851175292,5.005895,2.191987,42.341106,0.042426406,0.021255,1,0.74518457,0,2005
51,Wildlife Resources Commission,748448.3205,90721.43823,0,4,4.986230957,6.851175292,5.005895,2.191987,42.341106,0.042426406,0.021255,1,0.74518457,0,2006
51,Wildlife Resources Commission,748448.3205,90721.43823,0,4,4.986230957,6.851175292,5.005895,2.191987,42.341106,0.042426406,0.021255,1,0.74518457,0,2007
52,Wildlife Resources Commission,749034.541,91063.9031,0,4,5.040356933,6.684145507,2.374218,0.527569,78.888872,0.551543273,0.039929,0.991394,1.357645019,0,2004
52,Wildlife Resources Commission,749034.541,91063.9031,0,4,5.040356933,6.684145507,2.374218,0.527569,78.888872,0.551543273,0.039929,0.991394,0.66,0,2005
52,Wildlife Resources Commission,749034.541,91063.9031,0,4,5.040356933,6.684145507,2.374218,0.527569,78.888872,0.551543273,0.039929,0.991394,0.66,0,2006
52,Wildlife Resources Commission,749034.541,91063.9031,1,4,5.040356933,6.684145507,2.374218,0.527569,78.888872,0.551543273,0.039929,0.991394,0.66,0,2007
55,Wildlife Resources Commission,751344.3281,90929.61666,0,4,5.550324218,6.61743164,26.715126,26.522937,14.669794,0.283019439,0.055215,1,0.295465728,0.283019439,2004
55,Wildlife Resources Commission,751344.3281,90929.61666,0,4,5.550324218,6.61743164,26.715126,26.522937,14.669794,0.283019439,0.055215,1,0.295465728,0.283019439,2005
55,Wildlife Resources Commission,751344.3281,90929.61666,0,4,5.550324218,6.61743164,26.715126,26.522937,14.669794,0.283019439,0.055215,1,1.27914038,0.283019439,2006
55,Wildlife Resources Commission,751344.3281,90929.61666,0,4,5.550324218,6.61743164,26.715126,26.522937,14.669794,0.283019439,0.055215,1,0.295465728,0.283019439,2007
63,Wildlife Resources Commission,788836.7675,109287.4907,0,4,0.750599731,2.310194824,29.140184,32.752048,4.646781,1.932149047,0.116209,0.98778,0.03,1.23,2004
63,Wildlife Resources Commission,788836.7675,109287.4907,0,1,0.750599731,2.310194824,29.140184,32.752048,4.646781,1.932149047,0.116209,0.561679,0,1.23,2005
63,Wildlife Resources Commission,788836.7675,109287.4907,0,2,0.750599731,2.310194824,29.140184,32.752048,4.646781,1.932149047,0.116209,0.561679,0,1.23,2006
63,Wildlife Resources Commission,788836.7675,109287.4907,0,2,0.750599731,2.310194824,29.140184,32.752048,4.646781,1.932149047,0.116209,0.561679,0,1.23,2007
67,Wildlife Resources Commission,789007.0883,109193.1113,1,4,0.582494628,2.370189941,15.109926,18.161266,1.579773,1.930518066,0,0.854552,0.123693168,1.288603881,2004
67,Wildlife Resources Commission,789007.0883,109193.1113,0,1,0.582494628,2.370189941,15.109926,18.161266,1.579773,1.930518066,0,0,0,1.288603881,2005
67,Wildlife Resources Commission,789007.0883,109193.1113,0,2,0.582494628,2.370189941,15.109926,18.161266,1.579773,1.930518066,0,0,0,1.288603881,2006
