PolyFID,Owner,X,Y,burn50,rx_cat3,zmin_d_a,zmin_di,zm_mcov,zm_ccov,Hectares,zmin_drd,prop_timb,Prop_no_b,zmin_dr,zmin_ddv,year
1611,Cherry Point,802941.7323,131200.6027,0,4,6.348740234,6.133294433,17.136369,35.100982,3.069193,3.037268554,0.146617,1,0.03,0.03,2005
1611,Cherry Point,802941.7323,131200.6027,0,4,6.348740234,6.133294433,17.136369,35.100982,3.069193,3.037268554,0.146617,1,0.03,0.03,2006
1611,Cherry Point,802941.7323,131200.6027,0,4,6.348740234,6.133294433,17.136369,35.100982,3.069193,3.037268554,0.146617,1,0.03,0.03,2007
1613,Cherry Point,803498.7935,130954.0456,0,4,6.646269531,6.263968261,13.937528,45.93296,8.379611,3.15,0.451095,1,0.960468627,0,2004
1613,Cherry Point,803498.7935,130954.0456,0,4,6.646269531,6.263968261,13.937528,45.93296,8.379611,3.15,0.451095,1,0.48,0,2005
1613,Cherry Point,803498.7935,130954.0456,0,4,6.646269531,6.263968261,13.937528,45.93296,8.379611,3.15,0.451095,1,0.48,0,2006
1613,Cherry Point,803498.7935,130954.0456,0,4,6.646269531,6.263968261,13.937528,45.93296,8.379611,3.15,0.451095,1,0.361247833,0,2007
1616,Cherry Point,799971.1836,130506.045,0,2,3.326619873,4.183359863,9.189871,2.797916,7.71075,0.15,0.151736,0,0,0,2004
1616,Cherry Point,799971.1836,130506.045,0,3,3.326619873,4.183359863,9.189871,2.797916,7.71075,0.15,0.151736,0,0,0,2005
1616,Cherry Point,799971.1836,130506.045,0,3,3.326619873,4.183359863,9.189871,2.797916,7.71075,0.15,0.151736,0,0.36,0,2006
1616,Cherry Point,799971.1836,130506.045,1,4,3.326619873,4.183359863,9.189871,2.797916,7.71075,0.15,0.151736,0,0.36,0,2007
1617,Cherry Point,804575.6541,130746.2991,0,4,7.656350097,6.960323242,7.136941,32.444454,3.404336,2.490180664,0.290805,1,1.11,0.03,2004
1617,Cherry Point,804575.6541,130746.2991,0,4,7.656350097,6.960323242,7.136941,32.444454,3.404336,2.490180664,0.290805,1,1.11,0.03,2005
1617,Cherry Point,804575.6541,130746.2991,0,4,7.656350097,6.960323242,7.136941,32.444454,3.404336,2.490180664,0.290805,1,0.930483764,0.03,2006
1617,Cherry Point,804575.6541,130746.2991,0,4,7.656350097,6.960323242,7.136941,32.444454,3.404336,2.490180664,0.290805,1,0.930483764,0.03,2007
1624,Cherry Point,804505.5499,129793.8893,0,4,7.292221679,6.350511718,10.240907,33.531211,10.694355,1.892141601,0.067325,0.993046,1.235475585,0.379473327,2004
1624,Cherry Point,804505.5499,129793.8893,0,4,7.292221679,6.350511718,10.240907,33.531211,10.694355,1.892141601,0.067325,0.993046,1.235475585,0.379473327,2005
1624,Cherry Point,804505.5499,129793.8893,0,4,7.292221679,6.350511718,10.240907,33.531211,10.694355,1.892141601,0.067325,0.993046,0.15,0.379473327,2006
1624,Cherry Point,804505.5499,129793.8893,0,4,7.292221679,6.350511718,10.240907,33.531211,10.694355,1.892141601,0.067325,0.993046,0.15,0.379473327,2007
1625,Cherry Point,804925.3747,129818.473,0,4,7.637813964,6.463451171,16.556707,29.192659,12.815176,1.741551025,0.140458,1,1.231097045,0.553172668,2004
1625,Cherry Point,804925.3747,129818.473,0,4,7.637813964,6.463451171,16.556707,29.192659,12.815176,1.741551025,0.140458,1,1.231097045,0.553172668,2005
1625,Cherry Point,804925.3747,129818.473,0,4,7.637813964,6.463451171,16.556707,29.192659,12.815176,1.741551025,0.140458,1,0.15,0.553172668,2006
1625,Cherry Point,804925.3747,129818.473,0,4,7.637813964,6.463451171,16.556707,29.192659,12.815176,1.741551025,0.140458,1,0.15,0.553172668,2007
1626,Cherry Point,804534.1631,129500.4858,0,4,7.147433105,5.988739257,16.674974,30.52742,8.638947,1.59,0.427134,1,0.859069274,0.06,2004
1626,Cherry Point,804534.1631,129500.4858,0,4,7.147433105,5.988739257,16.674974,30.52742,8.638947,1.59,0.427134,1,0.859069274,0.06,2005
1626,Cherry Point,804534.1631,129500.4858,0,4,7.147433105,5.988739257,16.674974,30.52742,8.638947,1.59,0.427134,1,0.03,0.06,2006
1626,Cherry Point,804534.1631,129500.4858,0,4,7.147433105,5.988739257,16.674974,30.52742,8.638947,1.59,0.427134,1,0.03,0.06,2007
1627,Cherry Point,804584.5314,129196.3122,0,4,7.181100097,6.009742187,24.387872,25.72985,11.674603,1.060660156,0.123345,1,0.792022705,0.134164077,2004
1627,Cherry Point,804584.5314,129196.3122,1,4,7.181100097,6.009742187,24.387872,25.72985,11.674603,1.060660156,0.123345,1,0.792022705,0.134164077,2005
1627,Cherry Point,804584.5314,129196.3122,0,1,7.181100097,6.009742187,24.387872,25.72985,11.674603,1.060660156,0.123345,0.131053,0,0.134164077,2006
1627,Cherry Point,804584.5314,129196.3122,0,2,7.181100097,6.009742187,24.387872,25.72985,11.674603,1.060660156,0.123345,0.131053,0,0.134164077,2007
1628,Cherry Point,802637.9223,128431.4623,0,2,4.46838916,3.303407226,30.741401,47.867622,56.220876,0.39,0.462639,0.049625,0,0.03,2004
1628,Cherry Point,802637.9223,128431.4623,0,3,4.46838916,3.303407226,30.741401,47.867622,56.220876,0.39,0.462639,0.049625,0,0.03,2005
1628,Cherry Point,802637.9223,128431.4623,0,3,4.46838916,3.303407226,30.741401,47.867622,56.220876,0.39,0.462639,0.049625,0.849588134,0.03,2006
1628,Cherry Point,802637.9223,128431.4623,1,1,4.46838916,3.303407226,30.741401,47.867622,56.220876,0.39,0.462639,0.049625,0,0.03,2007
1629,Cherry Point,803565.8496,128245.6528,0,2,5.493605468,4.203534179,22.946744,44.793853,78.480538,0.12,0.483942,0.018348,0,0,2004
1629,Cherry Point,803565.8496,128245.6528,0,3,5.493605468,4.203534179,22.946744,44.793853,78.480538,0.12,0.483942,0.018348,0,0,2005
1629,Cherry Point,803565.8496,128245.6528,1,3,5.493605468,4.203534179,22.946744,44.793853,78.480538,0.12,0.483942,0.018348,0.509116882,0,2006
1629,Cherry Point,803565.8496,128245.6528,0,1,5.493605468,4.203534179,22.946744,44.793853,78.480538,0.12,0.483942,0.016054,0,0,2007
1631,Cherry Point,803573.7744,127763.2132,0,2,5.477526855,4.150530273,30.995498,32.309329,15.739561,0.03,0.394546,0.017154,0,0,2004
1631,Cherry Point,803573.7744,127763.2132,0,3,5.477526855,4.150530273,30.995498,32.309329,15.739561,0.03,0.394546,0.017154,0,0,2005
1631,Cherry Point,803573.7744,127763.2132,0,3,5.477526855,4.150530273,30.995498,32.309329,15.739561,0.03,0.394546,0.017154,0.966074523,0,2006
1631,Cherry Point,803573.7744,127763.2132,0,1,5.477526855,4.150530273,30.995498,32.309329,15.739561,0.03,0.394546,0.017154,0,0,2007
1632,Cherry Point,804303.4671,129841.6621,0,4,7.074149902,6.156143066,4.926815,7.763012,6.890098,1.8,0.091435,1,1.087060302,0.234307495,2004
1632,Cherry Point,804303.4671,129841.6621,0,4,7.074149902,6.156143066,4.926815,7.763012,6.890098,1.8,0.091435,1,1.087060302,0.234307495,2005
1632,Cherry Point,804303.4671,129841.6621,0,4,7.074149902,6.156143066,4.926815,7.763012,6.890098,1.8,0.091435,1,0.03,0.234307495,2006
1632,Cherry Point,804303.4671,129841.6621,0,4,7.074149902,6.156143066,4.926815,7.763012,6.890098,1.8,0.091435,1,0.03,0.234307495,2007
1633,Cherry Point,804137.8461,129633.1952,0,4,6.872161132,5.886883789,21.630516,39.065879,14.361828,1.65,0.29453,0.965058,0.885889404,0.03,2004
1633,Cherry Point,804137.8461,129633.1952,1,4,6.872161132,5.886883789,21.630516,39.065879,14.361828,1.65,0.29453,0.965058,0.885889404,0.03,2005
1633,Cherry Point,804137.8461,129633.1952,0,1,6.872161132,5.886883789,21.630516,39.065879,14.361828,1.65,0.29453,0.006266,0,0.03,2006
1633,Cherry Point,804137.8461,129633.1952,0,2,6.872161132,5.886883789,21.630516,39.065879,14.361828,1.65,0.29453,0.006266,0,0.03,2007
1634,Cherry Point,805107.112,133892.4121,0,4,9.438230468,9.564120117,21.915761,43.362331,29.096339,3.33661499,0.157752,0.003093,0.268328155,0,2004
1634,Cherry Point,805107.112,133892.4121,1,1,9.438230468,9.564120117,21.915761,43.362331,29.096339,3.33661499,0.157752,0.003093,0,0,2005
1634,Cherry Point,805107.112,133892.4121,0,1,9.438230468,9.564120117,21.915761,43.362331,29.096339,3.33661499,0.157752,0,0,0,2006
1634,Cherry Point,805107.112,133892.4121,0,2,9.438230468,9.564120117,21.915761,43.362331,29.096339,3.33661499,0.157752,0,0,0,2007
1636,Cherry Point,801410.5283,134052.8374,1,4,6.990064453,8.072731933,6.609227,40.090557,3.435502,2.589922851,0.157181,0,0.73239331,0.108166542,2004
1636,Cherry Point,801410.5283,134052.8374,0,1,6.990064453,8.072731933,6.609227,40.090557,3.435502,2.589922851,0.157181,0,0,0.108166542,2005
1636,Cherry Point,801410.5283,134052.8374,0,2,6.990064453,8.072731933,6.609227,40.090557,3.435502,2.589922851,0.157181,0,0,0.108166542,2006
1636,Cherry Point,801410.5283,134052.8374,1,2,6.990064453,8.072731933,6.609227,40.090557,3.435502,2.589922851,0.157181,0,0,0.108166542,2007
1637,Cherry Point,804732.9312,133780.7967,1,4,9.090791992,9.302951171,12.968171,42.075141,14.893798,3.78,0.223582,0,0.084852813,0.15,2004
1637,Cherry Point,804732.9312,133780.7967,0,1,9.090791992,9.302951171,12.968171,42.075141,14.893798,3.78,0.223582,0,0,0.15,2005
1637,Cherry Point,804732.9312,133780.7967,0,2,9.090791992,9.302951171,12.968171,42.075141,14.893798,3.78,0.223582,0,0,0.15,2006
1637,Cherry Point,804732.9312,133780.7967,1,2,9.090791992,9.302951171,12.968171,42.075141,14.893798,3.78,0.223582,0,0,0.15,2007
1638,Cherry Point,801187.3762,133699.8027,1,4,6.162353515,7.254605468,10.427537,44.149383,19.703553,2.340192382,0.328875,0.027406,0.56920996,0.084852813,2004
1638,Cherry Point,801187.3762,133699.8027,0,1,6.162353515,7.254605468,10.427537,44.149383,19.703553,2.340192382,0.328875,0.013703,0,0.084852813,2005
1638,Cherry Point,801187.3762,133699.8027,0,2,6.162353515,7.254605468,10.427537,44.149383,19.703553,2.340192382,0.328875,0.013703,0,0.084852813,2006
1638,Cherry Point,801187.3762,133699.8027,1,2,6.162353515,7.254605468,10.427537,44.149383,19.703553,2.340192382,0.328875,0.013703,0,0.084852813,2007
1639,Cherry Point,804531.1151,133619.9299,0,4,8.77437207,8.906918945,10.391248,46.342803,11.224037,4.11,0.080185,0,0.06,0.174928558,2004
1639,Cherry Point,804531.1151,133619.9299,0,4,8.77437207,8.906918945,10.391248,46.342803,11.224037,4.11,0.080185,0,0.06,0.174928558,2005
1639,Cherry Point,804531.1151,133619.9299,1,4,8.77437207,8.906918945,10.391248,46.342803,11.224037,4.11,0.080185,0,0.06,0.174928558,2006
1639,Cherry Point,804531.1151,133619.9299,0,1,8.77437207,8.906918945,10.391248,46.342803,11.224037,4.11,0.080185,0,0,0.174928558,2007
1640,Cherry Point,801650.5969,133683.8214,1,4,6.849598632,7.760322265,8.486215,42.904155,6.164436,2.922499023,0.277397,0,0.295465728,0.21,2004
1640,Cherry Point,801650.5969,133683.8214,0,1,6.849598632,7.760322265,8.486215,42.904155,6.164436,2.922499023,0.277397,0,0,0.21,2005
1640,Cherry Point,801650.5969,133683.8214,0,2,6.849598632,7.760322265,8.486215,42.904155,6.164436,2.922499023,0.277397,0,0,0.21,2006
1640,Cherry Point,801650.5969,133683.8214,1,2,6.849598632,7.760322265,8.486215,42.904155,6.164436,2.922499023,0.277397,0,0,0.21,2007
1641,Cherry Point,801070.3708,133341.6558,1,4,6.278248046,7.335720703,3.678393,44.018192,5.94848,2.554407958,0.242079,0,0.700357055,0.318904388,2004
1641,Cherry Point,801070.3708,133341.6558,0,1,6.278248046,7.335720703,3.678393,44.018192,5.94848,2.554407958,0.242079,0,0,0.318904388,2005
1641,Cherry Point,801070.3708,133341.6558,0,2,6.278248046,7.335720703,3.678393,44.018192,5.94848,2.554407958,0.242079,0,0,0.318904388,2006
1641,Cherry Point,801070.3708,133341.6558,1,2,6.278248046,7.335720703,3.678393,44.018192,5.94848,2.554407958,0.242079,0,0,0.318904388,2007
1642,Cherry Point,801300.9525,133475.4182,1,4,6.362546875,7.409453613,2.239979,43.180976,4.782861,2.892784179,0,0,0.589406494,0.15,2004
1642,Cherry Point,801300.9525,133475.4182,0,1,6.362546875,7.409453613,2.239979,43.180976,4.782861,2.892784179,0,0,0,0.15,2005
1642,Cherry Point,801300.9525,133475.4182,0,2,6.362546875,7.409453613,2.239979,43.180976,4.782861,2.892784179,0,0,0,0.15,2006
1642,Cherry Point,801300.9525,133475.4182,1,1,6.362546875,7.409453613,2.239979,43.180976,4.782861,2.892784179,0,0,0,0.15,2007
1643,Cherry Point,801729.426,133435.9943,1,4,6.73665332,7.618405273,2.165068,39.223731,1.706562,3.261732666,0.052737,0,0.351140991,0.06,2004
1643,Cherry Point,801729.426,133435.9943,0,1,6.73665332,7.618405273,2.165068,39.223731,1.706562,3.261732666,0.052737,0,0,0.06,2005
1643,Cherry Point,801729.426,133435.9943,0,2,6.73665332,7.618405273,2.165068,39.223731,1.706562,3.261732666,0.052737,0,0,0.06,2006
1643,Cherry Point,801729.426,133435.9943,1,2,6.73665332,7.618405273,2.165068,39.223731,1.706562,3.261732666,0.052737,0,0,0.06,2007
1644,Cherry Point,801466.383,133339.3409,0,4,6.342002929,7.307325195,4.707191,45.512901,4.520479,3.050131103,0.059728,0,0.457930114,0,2004
1644,Cherry Point,801466.383,133339.3409,0,4,6.342002929,7.307325195,4.707191,45.512901,4.520479,3.050131103,0.059728,0,0.03,0,2005
1644,Cherry Point,801466.383,133339.3409,1,4,6.342002929,7.307325195,4.707191,45.512901,4.520479,3.050131103,0.059728,0,0.03,0,2006
1644,Cherry Point,801466.383,133339.3409,0,1,6.342002929,7.307325195,4.707191,45.512901,4.520479,3.050131103,0.059728,0,0,0,2007
1646,Cherry Point,800963.1572,133123.8728,0,4,5.96487207,7.051595703,9.705639,41.446769,3.49341,2.864489501,0.128813,0.077288,0.624259582,0.276586334,2004
1646,Cherry Point,800963.1572,133123.8728,0,1,5.96487207,7.051595703,9.705639,41.446769,3.49341,2.864489501,0.128813,0.051525,0,0.276586334,2005
1646,Cherry Point,800963.1572,133123.8728,0,2,5.96487207,7.051595703,9.705639,41.446769,3.49341,2.864489501,0.128813,0.051525,0,0.276586334,2006
1646,Cherry Point,800963.1572,133123.8728,1,2,5.96487207,7.051595703,9.705639,41.446769,3.49341,2.864489501,0.128813,0.051525,0,0.276586334,2007
1650,Cherry Point,804195.9868,128057.7,0,4,6.413126953,5.19355371,28.846408,38.209354,30.993981,0,0.252629,1,0.03,0.03,2004
1650,Cherry Point,804195.9868,128057.7,0,4,6.413126953,5.19355371,28.846408,38.209354,30.993981,0,0.252629,1,0.03,0.03,2005
1650,Cherry Point,804195.9868,128057.7,1,4,6.413126953,5.19355371,28.846408,38.209354,30.993981,0,0.252629,1,0.424264068,0.03,2006
1650,Cherry Point,804195.9868,128057.7,0,1,6.413126953,5.19355371,28.846408,38.209354,30.993981,0,0.252629,0.13067,0,0.03,2007
1653,Cherry Point,804887.3127,127600.5532,0,4,6.698134277,5.662296386,17.67004,50.817386,13.840432,0,0.643765,0.994911,0.51,0,2004
1653,Cherry Point,804887.3127,127600.5532,0,4,6.698134277,5.662296386,17.67004,50.817386,13.840432,0,0.643765,0.994911,0.51,0,2005
1653,Cherry Point,804887.3127,127600.5532,0,4,6.698134277,5.662296386,17.67004,50.817386,13.840432,0,0.643765,0.994911,0.63,0,2006
1653,Cherry Point,804887.3127,127600.5532,0,4,6.698134277,5.662296386,17.67004,50.817386,13.840432,0,0.643765,0.994911,0.06,0,2007
1654,Cherry Point,803972.5298,133749.6626,0,2,8.260030273,8.567036132,9.33701,42.432563,14.793712,4.56,0.054753,0,0,0.09,2004
1654,Cherry Point,803972.5298,133749.6626,0,3,8.260030273,8.567036132,9.33701,42.432563,14.793712,4.56,0.054753,0,0,0.09,2005
1654,Cherry Point,803972.5298,133749.6626,1,3,8.260030273,8.567036132,9.33701,42.432563,14.793712,4.56,0.054753,0,0.03,0.09,2006
1654,Cherry Point,803972.5298,133749.6626,0,1,8.260030273,8.567036132,9.33701,42.432563,14.793712,4.56,0.054753,0,0,0.09,2007
1656,Cherry Point,799666.8402,133991.3631,0,2,5.660388671,7.440241699,9.276687,22.951545,46.941681,1.242014526,0.293343,0,0,0.42,2004
1656,Cherry Point,799666.8402,133991.3631,0,3,5.660388671,7.440241699,9.276687,22.951545,46.941681,1.242014526,0.293343,0,0,0.42,2005
1656,Cherry Point,799666.8402,133991.3631,0,3,5.660388671,7.440241699,9.276687,22.951545,46.941681,1.242014526,0.293343,0,0.39115213,0.42,2006
1656,Cherry Point,799666.8402,133991.3631,0,4,5.660388671,7.440241699,9.276687,22.951545,46.941681,1.242014526,0.293343,0,0.201246124,0.42,2007
1660,Cherry Point,807671.2831,127319.8549,0,4,4.200106933,5.227924804,25.870609,32.076194,3.675323,0,0.171414,0.979506,0.831925476,0.510881591,2004
1660,Cherry Point,807671.2831,127319.8549,0,4,4.200106933,5.227924804,25.870609,32.076194,3.675323,0,0.171414,0.979506,0.831925476,0.510881591,2005
1660,Cherry Point,807671.2831,127319.8549,0,4,4.200106933,5.227924804,25.870609,32.076194,3.675323,0,0.171414,0.979506,0.831925476,0.510881591,2006
1660,Cherry Point,807671.2831,127319.8549,0,4,4.200106933,5.227924804,25.870609,32.076194,3.675323,0,0.171414,0.979506,0.831925476,0.510881591,2007
1661,Cherry Point,807512.9182,127426.7415,0,4,4.34824121,5.37736914,28.095581,39.174743,6.432678,0,0.671571,1,0.90249652,0.54,2004
1661,Cherry Point,807512.9182,127426.7415,0,4,4.34824121,5.37736914,28.095581,39.174743,6.432678,0,0.671571,1,0.90249652,0.54,2005
1661,Cherry Point,807512.9182,127426.7415,0,4,4.34824121,5.37736914,28.095581,39.174743,6.432678,0,0.671571,1,0.90249652,0.54,2006
1661,Cherry Point,807512.9182,127426.7415,0,4,4.34824121,5.37736914,28.095581,39.174743,6.432678,0,0.671571,1,0.90249652,0.54,2007
1662,Cherry Point,808301.3047,127437.7667,0,4,3.794733154,4.854534179,15.673679,47.512893,2.163834,0.067082038,0.74867,0.998228,0.241867736,0.09,2004
1662,Cherry Point,808301.3047,127437.7667,0,4,3.794733154,4.854534179,15.673679,47.512893,2.163834,0.067082038,0.74867,0.998228,0.241867736,0.09,2005
1662,Cherry Point,808301.3047,127437.7667,0,4,3.794733154,4.854534179,15.673679,47.512893,2.163834,0.067082038,0.74867,0.998228,0.241867736,0.09,2006
1662,Cherry Point,808301.3047,127437.7667,0,4,3.794733154,4.854534179,15.673679,47.512893,2.163834,0.067082038,0.74867,0.998228,0.241867736,0.09,2007
1663,Cherry Point,808281.1281,127844.5057,0,4,4.033968261,5.105467773,22.729824,28.171909,2.342891,0.03,0.076828,1,0.09,0.12727922,2004
1663,Cherry Point,808281.1281,127844.5057,0,4,4.033968261,5.105467773,22.729824,28.171909,2.342891,0.03,0.076828,1,0.09,0.12727922,2005
1663,Cherry Point,808281.1281,127844.5057,0,4,4.033968261,5.105467773,22.729824,28.171909,2.342891,0.03,0.076828,1,0.09,0.12727922,2006
1663,Cherry Point,808281.1281,127844.5057,0,4,4.033968261,5.105467773,22.729824,28.171909,2.342891,0.03,0.076828,1,0.09,0.12727922,2007
1664,Cherry Point,808231.8134,128291.5978,0,4,4.329364746,5.40974121,22.674064,41.474609,6.9865,0,0.115938,1,0.123693168,0.03,2004
1664,Cherry Point,808231.8134,128291.5978,0,4,4.329364746,5.40974121,22.674064,41.474609,6.9865,0,0.115938,1,0.123693168,0.03,2005
1664,Cherry Point,808231.8134,128291.5978,0,4,4.329364746,5.40974121,22.674064,41.474609,6.9865,0,0.115938,1,0.123693168,0.03,2006
1664,Cherry Point,808231.8134,128291.5978,0,4,4.329364746,5.40974121,22.674064,41.474609,6.9865,0,0.115938,1,0.123693168,0.03,2007
1665,Cherry Point,808266.7029,129035.0328,0,4,4.591666503,5.675394042,14.82268,47.035179,22.80257,0,0.351276,0.994624,0.480936584,0.123693168,2004
1665,Cherry Point,808266.7029,129035.0328,0,4,4.591666503,5.675394042,14.82268,47.035179,22.80257,0,0.351276,0.994624,0.480936584,0.123693168,2005
1665,Cherry Point,808266.7029,129035.0328,0,4,4.591666503,5.675394042,14.82268,47.035179,22.80257,0,0.351276,0.994624,0.480936584,0.123693168,2006
1665,Cherry Point,808266.7029,129035.0328,0,4,4.591666503,5.675394042,14.82268,47.035179,22.80257,0,0.351276,0.994624,0.480936584,0.123693168,2007
1666,Cherry Point,808151.7184,128363.2313,0,4,4.288426269,5.367988281,23.657808,31.252822,14.202118,0.03,0.069707,0.994921,0.12,0.094868331,2004
1666,Cherry Point,808151.7184,128363.2313,0,4,4.288426269,5.367988281,23.657808,31.252822,14.202118,0.03,0.069707,0.994921,0.12,0.094868331,2005
1666,Cherry Point,808151.7184,128363.2313,0,4,4.288426269,5.367988281,23.657808,31.252822,14.202118,0.03,0.069707,0.994921,0.12,0.094868331,2006
1666,Cherry Point,808151.7184,128363.2313,0,4,4.288426269,5.367988281,23.657808,31.252822,14.202118,0.03,0.069707,0.994921,0.12,0.094868331,2007
1670,Cherry Point,807344.5771,128086.2895,0,4,4.784318359,5.838373046,38.5597,39.285949,8.758112,0,0.123314,0.996789,0.934344665,0.9314505,2004
1670,Cherry Point,807344.5771,128086.2895,0,4,4.784318359,5.838373046,38.5597,39.285949,8.758112,0,0.123314,0.996789,0.934344665,0.9314505,2005
1670,Cherry Point,807344.5771,128086.2895,0,4,4.784318359,5.838373046,38.5597,39.285949,8.758112,0,0.123314,0.996789,0.934344665,0.9314505,2006
1670,Cherry Point,807344.5771,128086.2895,0,4,4.784318359,5.838373046,38.5597,39.285949,8.758112,0,0.123314,0.996789,0.934344665,0.9314505,2007
1675,Cherry Point,799495.047,132369.1854,0,4,4.376710937,5.835134765,11.724498,19.255035,12.245757,1.360294067,0.095543,0,0.12,0.161554946,2004
1675,Cherry Point,799495.047,132369.1854,0,4,4.376710937,5.835134765,11.724498,19.255035,12.245757,1.360294067,0.095543,0,0.12,0.161554946,2005
1675,Cherry Point,799495.047,132369.1854,0,4,4.376710937,5.835134765,11.724498,19.255035,12.245757,1.360294067,0.095543,0,0.335410186,0.161554946,2006
1675,Cherry Point,799495.047,132369.1854,0,4,4.376710937,5.835134765,11.724498,19.255035,12.245757,1.360294067,0.095543,0,0.335410186,0.161554946,2007
1676,Croatan National Forest,787656.9035,142423.7392,0,1,0,11.66178418,16.347234,44.093669,412.727556,0.615548522,0.142394,0.255786,0,0.094868331,2004
1676,Croatan National Forest,787656.9035,142423.7392,0,2,0,11.66178418,16.347234,44.093669,412.727556,0.615548522,0.142394,0.255786,0,0.094868331,2005
1676,Croatan National Forest,787656.9035,142423.7392,1,2,0,11.66178418,16.347234,44.093669,412.727556,0.615548522,0.142394,0.255786,0,0.094868331,2006
1676,Croatan National Forest,787656.9035,142423.7392,0,1,0,11.66178418,16.347234,44.093669,412.727556,0.615548522,0.142394,0,0,0.094868331,2007
1681,Croatan National Forest,794189.9648,138136.0848,0,4,4.524433593,12.10573438,14.800215,38.801506,109.499928,0,0.426575,0.996164,0.03,0,2004
1681,Croatan National Forest,794189.9648,138136.0848,0,4,4.524433593,12.10573438,14.800215,38.801506,109.499928,0,0.426575,0.996164,0.361247833,0,2005
1681,Croatan National Forest,794189.9648,138136.0848,0,4,4.524433593,12.10573438,14.800215,38.801506,109.499928,0,0.426575,0.996164,0.361247833,0,2006
1681,Croatan National Forest,794189.9648,138136.0848,0,4,4.524433593,12.10573438,14.800215,38.801506,109.499928,0,0.426575,0.996164,0.361247833,0,2007
1685,Croatan National Forest,796463.3488,134399.34,0,4,4.66391455,7.2005625,22.653076,45.495346,131.194194,0,0.417091,0.998825,0.03,0,2004
1685,Croatan National Forest,796463.3488,134399.34,0,4,4.66391455,7.2005625,22.653076,45.495346,131.194194,0,0.417091,0.998825,0.03,0,2005
1685,Croatan National Forest,796463.3488,134399.34,0,4,4.66391455,7.2005625,22.653076,45.495346,131.194194,0,0.417091,0.998825,0.03,0,2006
1685,Croatan National Forest,796463.3488,134399.34,0,4,4.66391455,7.2005625,22.653076,45.495346,131.194194,0,0.417091,0.998825,0.03,0,2007
1686,Croatan National Forest,771179.8464,134750.3727,0,1,10.32510059,3.94930371,28.403778,42.476661,90.399745,0.03,0.404204,0,0,0,2004
1686,Croatan National Forest,771179.8464,134750.3727,0,2,10.32510059,3.94930371,28.403778,42.476661,90.399745,0.03,0.404204,0,0,0,2005
1686,Croatan National Forest,771179.8464,134750.3727,0,2,10.32510059,3.94930371,28.403778,42.476661,90.399745,0.03,0.404204,0,0,0,2006
1686,Croatan National Forest,771179.8464,134750.3727,0,3,10.32510059,3.94930371,28.403778,42.476661,90.399745,0.03,0.404204,0,0,0,2007
1687,Croatan National Forest,807517.3861,132306.6444,0,2,5.705523437,6.748933105,21.972019,49.829067,861.379875,0,0.485534,0,0,0,2004
1687,Croatan National Forest,807517.3861,132306.6444,0,2,5.705523437,6.748933105,21.972019,49.829067,861.379875,0,0.485534,0,0,0,2005
1687,Croatan National Forest,807517.3861,132306.6444,1,3,5.705523437,6.748933105,21.972019,49.829067,861.379875,0,0.485534,0,0,0,2006
1687,Croatan National Forest,807517.3861,132306.6444,0,1,5.705523437,6.748933105,21.972019,49.829067,861.379875,0,0.485534,0,0,0,2007
1689,Croatan National Forest,796331.004,133111.9942,0,1,4.445773437,7.153411621,17.079223,44.338535,48.94369,0,0.536943,0,0,0.201246124,2004
1689,Croatan National Forest,796331.004,133111.9942,0,2,4.445773437,7.153411621,17.079223,44.338535,48.94369,0,0.536943,0,0,0.201246124,2005
1689,Croatan National Forest,796331.004,133111.9942,0,2,4.445773437,7.153411621,17.079223,44.338535,48.94369,0,0.536943,0,0,0.201246124,2006
1689,Croatan National Forest,796331.004,133111.9942,0,3,4.445773437,7.153411621,17.079223,44.338535,48.94369,0,0.536943,0,0,0.201246124,2007
1690,Croatan National Forest,811087.3481,131907.5198,0,4,5.653467773,6.544814941,19.751226,42.109897,211.870388,0,0.146551,0.999951,0.03,0.362491394,2004
1690,Croatan National Forest,811087.3481,131907.5198,0,4,5.653467773,6.544814941,19.751226,42.109897,211.870388,0,0.146551,0.999951,0.03,0.362491394,2005
1690,Croatan National Forest,811087.3481,131907.5198,1,4,5.653467773,6.544814941,19.751226,42.109897,211.870388,0,0.146551,0.999951,0.03,0.362491394,2006
1690,Croatan National Forest,811087.3481,131907.5198,0,1,5.653467773,6.544814941,19.751226,42.109897,211.870388,0,0.146551,0.002548,0,0.362491394,2007
1691,Croatan National Forest,811237.2772,133016.5702,0,4,7.680527343,8.528551757,6.361994,34.676025,6.398135,0.09,0.590797,1,1.021763183,0.979489685,2004
1691,Croatan National Forest,811237.2772,133016.5702,0,4,7.680527343,8.528551757,6.361994,34.676025,6.398135,0.09,0.590797,1,1.021763183,0.979489685,2005
1691,Croatan National Forest,811237.2772,133016.5702,1,4,7.680527343,8.528551757,6.361994,34.676025,6.398135,0.09,0.590797,1,1.021763183,0.979489685,2006
1691,Croatan National Forest,811237.2772,133016.5702,0,1,7.680527343,8.528551757,6.361994,34.676025,6.398135,0.09,0.590797,0.028133,0,0.979489685,2007
1692,Croatan National Forest,809928.5282,131471.7143,0,4,6.388591308,7.362662597,21.677177,41.56187,55.55227,0.03,0.247875,0.994738,0.03,0.03,2004
